rpt_dt,rpt_dtm,sex,region,region_m,crime_type,NCIC,vic_num
1/1/2000,36526,F,NORTHEAST,1,AGGRAVATED ASSAULT,1301,66723
1/1/2001,36892,F,NORTHEAST,1,AGGRAVATED ASSAULT,1301,77483
1/1/2002,37257,F,NORTHEAST,1,AGGRAVATED ASSAULT,1301,54515
1/1/2003,37622,F,NORTHEAST,1,AGGRAVATED ASSAULT,1301,80284
1/1/2004,37987,F,NORTHEAST,1,AGGRAVATED ASSAULT,1301,63731
1/1/2005,38353,F,NORTHEAST,1,AGGRAVATED ASSAULT,1301,42040
1/1/2006,38718,F,NORTHEAST,1,AGGRAVATED ASSAULT,1301,106717
1/1/2007,39083,F,NORTHEAST,1,AGGRAVATED ASSAULT,1301,38879
1/1/2008,39448,F,NORTHEAST,1,AGGRAVATED ASSAULT,1301,89476
1/1/2009,39814,F,NORTHEAST,1,AGGRAVATED ASSAULT,1301,41685
1/1/2010,40179,F,NORTHEAST,1,AGGRAVATED ASSAULT,1301,62828
1/1/2011,40544,F,NORTHEAST,1,AGGRAVATED ASSAULT,1301,97955
1/1/2012,40909,F,NORTHEAST,1,AGGRAVATED ASSAULT,1301,16169
1/1/2013,41275,F,NORTHEAST,1,AGGRAVATED ASSAULT,1301,63690
1/1/2014,41640,F,NORTHEAST,1,AGGRAVATED ASSAULT,1301,52261
1/1/2015,42005,F,NORTHEAST,1,AGGRAVATED ASSAULT,1301,75126
1/1/2016,42370,F,NORTHEAST,1,AGGRAVATED ASSAULT,1301,43345
1/1/2017,42736,F,NORTHEAST,1,AGGRAVATED ASSAULT,1301,43012
1/1/2018,43101,F,NORTHEAST,1,AGGRAVATED ASSAULT,1301,82323
1/1/2019,43466,F,NORTHEAST,1,AGGRAVATED ASSAULT,1301,23960
1/1/2020,43831,F,NORTHEAST,1,AGGRAVATED ASSAULT,1301,65019
1/1/2021,44197,F,NORTHEAST,1,AGGRAVATED ASSAULT,1301,24505
1/1/2022,44562,F,NORTHEAST,1,AGGRAVATED ASSAULT,1301,99700
1/1/1996,35065,F,NORTHEAST,1,SIMPLE ASSAULT,1313,593311
1/1/1997,35431,F,NORTHEAST,1,SIMPLE ASSAULT,1313,814191
1/1/1998,35796,F,NORTHEAST,1,SIMPLE ASSAULT,1313,607642
1/1/1999,36161,F,NORTHEAST,1,SIMPLE ASSAULT,1313,448219
1/1/2000,36526,F,NORTHEAST,1,SIMPLE ASSAULT,1313,504579
1/1/2001,36892,F,NORTHEAST,1,SIMPLE ASSAULT,1313,384099
1/1/2002,37257,F,NORTHEAST,1,SIMPLE ASSAULT,1313,437854
1/1/2003,37622,F,NORTHEAST,1,SIMPLE ASSAULT,1313,364640
1/1/2004,37987,F,NORTHEAST,1,SIMPLE ASSAULT,1313,198835
1/1/2005,38353,F,NORTHEAST,1,SIMPLE ASSAULT,1313,363885
1/1/2006,38718,F,NORTHEAST,1,SIMPLE ASSAULT,1313,355828
1/1/2007,39083,F,NORTHEAST,1,SIMPLE ASSAULT,1313,345312
1/1/2008,39448,F,NORTHEAST,1,SIMPLE ASSAULT,1313,317624
1/1/2009,39814,F,NORTHEAST,1,SIMPLE ASSAULT,1313,299267
1/1/2010,40179,F,NORTHEAST,1,SIMPLE ASSAULT,1313,253653
1/1/2011,40544,F,NORTHEAST,1,SIMPLE ASSAULT,1313,217951
1/1/2012,40909,F,NORTHEAST,1,SIMPLE ASSAULT,1313,388674
1/1/2013,41275,F,NORTHEAST,1,SIMPLE ASSAULT,1313,482221
1/1/2014,41640,F,NORTHEAST,1,SIMPLE ASSAULT,1313,386598
1/1/2015,42005,F,NORTHEAST,1,SIMPLE ASSAULT,1313,341628
1/1/2016,42370,F,NORTHEAST,1,SIMPLE ASSAULT,1313,263901
1/1/2017,42736,F,NORTHEAST,1,SIMPLE ASSAULT,1313,312971
1/1/2018,43101,F,NORTHEAST,1,SIMPLE ASSAULT,1313,264179
1/1/2019,43466,F,NORTHEAST,1,SIMPLE ASSAULT,1313,297763
1/1/2020,43831,F,NORTHEAST,1,SIMPLE ASSAULT,1313,203401
1/1/2021,44197,F,NORTHEAST,1,SIMPLE ASSAULT,1313,201060
1/1/2022,44562,F,NORTHEAST,1,SIMPLE ASSAULT,1313,382218
