RPT_DT,RPT_DTM,SEX,AGE_GROUP,AGE_GM,CRIME_TYPE,CT_M,VIC_NUM
1/1/2019,43466,F,15- 17,2,SIMPLE ASSAULT,1,141376
1/1/2020,43831,F,15- 17,2,SIMPLE ASSAULT,1,45581
1/1/2021,44197,F,15- 17,2,SIMPLE ASSAULT,1,21809
1/1/2022,44562,F,15- 17,2,SIMPLE ASSAULT,1,98254
1/1/1993,33970,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,224340
1/1/1994,34335,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,307653
1/1/1995,34700,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,228279
1/1/1996,35065,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,278836
1/1/1997,35431,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,251787
1/1/1998,35796,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,166896
1/1/1999,36161,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,250911
1/1/2000,36526,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,74217
1/1/2001,36892,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,119394
1/1/2002,37257,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,83331
1/1/2003,37622,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,235868
1/1/2004,37987,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,57440
1/1/2005,38353,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,81828
1/1/2006,38718,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,120059
1/1/2007,39083,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,191592
1/1/2008,39448,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,61210
1/1/2009,39814,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,57166
1/1/2010,40179,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,115620
1/1/2011,40544,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,55570
1/1/2012,40909,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,31235
1/1/2013,41275,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,60223
1/1/2014,41640,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,36086
1/1/2015,42005,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,34930
1/1/2016,42370,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,39844
1/1/2017,42736,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,48900
1/1/2018,43101,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,87416
1/1/2019,43466,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,91700
1/1/2020,43831,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,72796
1/1/2021,44197,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,24035
1/1/2022,44562,F,15- 17,2,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,64043
1/1/1993,33970,F,12- 14,1,SIMPLE ASSAULT,1,629099
1/1/1994,34335,F,12- 14,1,SIMPLE ASSAULT,1,820235
1/1/1995,34700,F,12- 14,1,SIMPLE ASSAULT,1,586566
1/1/1996,35065,F,12- 14,1,SIMPLE ASSAULT,1,471253
1/1/1997,35431,F,12- 14,1,SIMPLE ASSAULT,1,479545
1/1/1998,35796,F,12- 14,1,SIMPLE ASSAULT,1,351818
1/1/1999,36161,F,12- 14,1,SIMPLE ASSAULT,1,332784
1/1/2000,36526,F,12- 14,1,SIMPLE ASSAULT,1,238282
1/1/2001,36892,F,12- 14,1,SIMPLE ASSAULT,1,236647
1/1/2002,37257,F,12- 14,1,SIMPLE ASSAULT,1,261782
1/1/2003,37622,F,12- 14,1,SIMPLE ASSAULT,1,237402
1/1/2004,37987,F,12- 14,1,SIMPLE ASSAULT,1,217255
1/1/2005,38353,F,12- 14,1,SIMPLE ASSAULT,1,168663
1/1/2006,38718,F,12- 14,1,SIMPLE ASSAULT,1,178711
1/1/2007,39083,F,12- 14,1,SIMPLE ASSAULT,1,253120
1/1/2008,39448,F,12- 14,1,SIMPLE ASSAULT,1,160767
1/1/2009,39814,F,12- 14,1,SIMPLE ASSAULT,1,158245
1/1/2010,40179,F,12- 14,1,SIMPLE ASSAULT,1,96362
1/1/2011,40544,F,12- 14,1,SIMPLE ASSAULT,1,160120
1/1/2012,40909,F,12- 14,1,SIMPLE ASSAULT,1,225055
1/1/2013,41275,F,12- 14,1,SIMPLE ASSAULT,1,239922
1/1/2014,41640,F,12- 14,1,SIMPLE ASSAULT,1,128468
1/1/2015,42005,F,12- 14,1,SIMPLE ASSAULT,1,222088
1/1/2016,42370,F,12- 14,1,SIMPLE ASSAULT,1,80781
1/1/2017,42736,F,12- 14,1,SIMPLE ASSAULT,1,117664
1/1/2018,43101,F,12- 14,1,SIMPLE ASSAULT,1,89676
1/1/2019,43466,F,12- 14,1,SIMPLE ASSAULT,1,128891
1/1/2020,43831,F,12- 14,1,SIMPLE ASSAULT,1,68326
1/1/2021,44197,F,12- 14,1,SIMPLE ASSAULT,1,52102
1/1/2022,44562,F,12- 14,1,SIMPLE ASSAULT,1,127470
1/1/1993,33970,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,227531
1/1/1994,34335,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,181571
1/1/1995,34700,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,133175
1/1/1996,35065,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,105355
1/1/1997,35431,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,176394
1/1/1998,35796,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,194746
1/1/1999,36161,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,139198
1/1/2000,36526,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,76429
1/1/2001,36892,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,120670
1/1/2002,37257,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,89253
1/1/2003,37622,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,53246
1/1/2004,37987,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,59452
1/1/2005,38353,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,56791
1/1/2006,38718,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,119933
1/1/2007,39083,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,54308
1/1/2008,39448,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,99904
1/1/2009,39814,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,104042
1/1/2010,40179,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,53274
1/1/2011,40544,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,38807
1/1/2012,40909,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,34740
1/1/2013,41275,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,45497
1/1/2014,41640,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,36544
1/1/2015,42005,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,64497
1/1/2016,42370,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,39524
1/1/2017,42736,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,27305
1/1/2018,43101,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,47047
1/1/2019,43466,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,18931
1/1/2020,43831,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,12048
1/1/2021,44197,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,31021
1/1/2022,44562,F,12- 14,1,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,34999
1/1/1993,33970,F,25 -34,5,SIMPLE ASSAULT,1,998892
1/1/1994,34335,F,25 -34,5,SIMPLE ASSAULT,1,1286595
1/1/1995,34700,F,25 -34,5,SIMPLE ASSAULT,1,1239149
1/1/1996,35065,F,25 -34,5,SIMPLE ASSAULT,1,1095489
1/1/1997,35431,F,25 -34,5,SIMPLE ASSAULT,1,910561
1/1/1998,35796,F,25 -34,5,SIMPLE ASSAULT,1,755624
1/1/1999,36161,F,25 -34,5,SIMPLE ASSAULT,1,778426
1/1/2000,36526,F,25 -34,5,SIMPLE ASSAULT,1,620361
1/1/2001,36892,F,25 -34,5,SIMPLE ASSAULT,1,503624
1/1/2002,37257,F,25 -34,5,SIMPLE ASSAULT,1,529346
1/1/2003,37622,F,25 -34,5,SIMPLE ASSAULT,1,502278
1/1/2004,37987,F,25 -34,5,SIMPLE ASSAULT,1,389517
1/1/2005,38353,F,25 -34,5,SIMPLE ASSAULT,1,357115
1/1/2006,38718,F,25 -34,5,SIMPLE ASSAULT,1,565934
1/1/2007,39083,F,25 -34,5,SIMPLE ASSAULT,1,380894
1/1/2008,39448,F,25 -34,5,SIMPLE ASSAULT,1,422539
1/1/2009,39814,F,25 -34,5,SIMPLE ASSAULT,1,434064
1/1/2010,40179,F,25 -34,5,SIMPLE ASSAULT,1,404074
1/1/2011,40544,F,25 -34,5,SIMPLE ASSAULT,1,295435
1/1/2012,40909,F,25 -34,5,SIMPLE ASSAULT,1,443711
1/1/2013,41275,F,25 -34,5,SIMPLE ASSAULT,1,374174
1/1/2014,41640,F,25 -34,5,SIMPLE ASSAULT,1,390481
1/1/2015,42005,F,25 -34,5,SIMPLE ASSAULT,1,298816
1/1/2016,42370,F,25 -34,5,SIMPLE ASSAULT,1,432634
1/1/2017,42736,F,25 -34,5,SIMPLE ASSAULT,1,384580
1/1/2018,43101,F,25 -34,5,SIMPLE ASSAULT,1,541494
1/1/2019,43466,F,25 -34,5,SIMPLE ASSAULT,1,349879
1/1/2020,43831,F,25 -34,5,SIMPLE ASSAULT,1,310395
1/1/2021,44197,F,25 -34,5,SIMPLE ASSAULT,1,219449
1/1/2022,44562,F,25 -34,5,SIMPLE ASSAULT,1,454143
1/1/1993,33970,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,744334
1/1/1994,34335,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,797719
1/1/1995,34700,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,513426
1/1/1996,35065,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,554539
1/1/1997,35431,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,453977
1/1/1998,35796,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,308361
1/1/1999,36161,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,406755
1/1/2000,36526,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,255143
1/1/2001,36892,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,228065
1/1/2002,37257,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,249324
1/1/2003,37622,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,238921
1/1/2004,37987,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,210503
1/1/2005,38353,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,170157
1/1/2006,38718,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,334503
1/1/2007,39083,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,265481
1/1/2008,39448,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,275685
1/1/2009,39814,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,175777
1/1/2010,40179,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,176175
1/1/2011,40544,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,206965
1/1/2012,40909,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,228822
1/1/2013,41275,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,229692
1/1/2014,41640,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,196276
1/1/2015,42005,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,239675
1/1/2016,42370,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,306986
1/1/2017,42736,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,200858
1/1/2018,43101,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,320868
1/1/2019,43466,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,152490
1/1/2020,43831,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,216221
1/1/2021,44197,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,222958
1/1/2022,44562,F,25 -34,5,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,2,291895
