RPT_DT,SEX,AGE_GROUP,CRIME_TYPE,VIC_NUM
2015-01-01,F,35 -49,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,312634
2016-01-01,F,35 -49,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,185570
2017-01-01,F,35 -49,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,284372
2018-01-01,F,35 -49,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,379116
2019-01-01,F,35 -49,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,225800
2020-01-01,F,35 -49,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,173113
2021-01-01,F,35 -49,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,227755
2022-01-01,F,35 -49,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,350169
1993-01-01,F,12 - 14,SIMPLE ASSAULT,629099
1994-01-01,F,12 - 14,SIMPLE ASSAULT,820235
1995-01-01,F,12 - 14,SIMPLE ASSAULT,586566
1996-01-01,F,12 - 14,SIMPLE ASSAULT,471253
1997-01-01,F,12 - 14,SIMPLE ASSAULT,479545
1998-01-01,F,12 - 14,SIMPLE ASSAULT,351818
1999-01-01,F,12 - 14,SIMPLE ASSAULT,332784
2000-01-01,F,12 - 14,SIMPLE ASSAULT,238282
2001-01-01,F,12 - 14,SIMPLE ASSAULT,236647
2002-01-01,F,12 - 14,SIMPLE ASSAULT,261782
2003-01-01,F,12 - 14,SIMPLE ASSAULT,237402
2004-01-01,F,12 - 14,SIMPLE ASSAULT,217255
2005-01-01,F,12 - 14,SIMPLE ASSAULT,168663
2006-01-01,F,12 - 14,SIMPLE ASSAULT,178711
2007-01-01,F,12 - 14,SIMPLE ASSAULT,253120
2008-01-01,F,12 - 14,SIMPLE ASSAULT,160767
2009-01-01,F,12 - 14,SIMPLE ASSAULT,158245
2010-01-01,F,12 - 14,SIMPLE ASSAULT,96362
2011-01-01,F,12 - 14,SIMPLE ASSAULT,160120
2012-01-01,F,12 - 14,SIMPLE ASSAULT,225055
2013-01-01,F,12 - 14,SIMPLE ASSAULT,239922
2014-01-01,F,12 - 14,SIMPLE ASSAULT,128468
2015-01-01,F,12 - 14,SIMPLE ASSAULT,222088
2016-01-01,F,12 - 14,SIMPLE ASSAULT,80781
2017-01-01,F,12 - 14,SIMPLE ASSAULT,117664
2018-01-01,F,12 - 14,SIMPLE ASSAULT,89676
2019-01-01,F,12 - 14,SIMPLE ASSAULT,128891
2020-01-01,F,12 - 14,SIMPLE ASSAULT,68326
2021-01-01,F,12 - 14,SIMPLE ASSAULT,52102
2022-01-01,F,12 - 14,SIMPLE ASSAULT,127470
1993-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,227531
1994-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,181571
1995-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,133175
1996-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,105355
1997-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,176394
1998-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,194746
1999-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,139198
2000-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,76429
2001-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,120670
2002-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,89253
2003-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,53246
2004-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,59452
2005-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,56791
2006-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,119933
2007-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,54308
2008-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,99904
2009-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,104042
2010-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,53274
2011-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,38807
2012-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,34740
2013-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,45497
2014-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,36544
2015-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,64497
2016-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,39524
2017-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,27305
2018-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,47047
2019-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,18931
2020-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,12048
2021-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,31021
2022-01-01,F,12 - 14,VIOLENT CRIME EXCLUDING SIMPLE ASSAULT,34999
